id,user_id,snapshot_date,weekly_distance_7d,weekly_duration_7d,weekly_runs,avg_pace_7d,avg_pace_28d,pace_std_7d,avg_hr_7d,hr_std_7d,max_hr_7d,training_load_7d,previous_week_play,previous_week_adherence,pace_trend,acwr,hr_trend,plan_category,target_weekly_distance,created_at,adherance,days_since_last_run
1,6b2d5d63,2023-01-01,25.704055060015932,123.68763124963675,4,360.3478203472332,344.2601172292762,7.143002268829112,145.835831420468,7.207107783590823,161.6820051058745,37.485722405549105,Maintain,0.7628682798964728,0.04673124278071004,0.7220299502063625,-0.010503396143562955,Increase,30.844866072019116,2023-01-01,0.7628682798964728,4
2,6b2d5d63,2023-01-08,48.61476451907248,219.45349386437908,2,378.6450120911114,385.17657273872203,7.092407909780627,140.6804685572058,4.337157188281745,161.17589620661118,68.3914785134134,Maintain,0.8833118352347115,-0.016957315449299605,1.3655944917267924,-0.015359530038861544,Recovery,38.891811615257986,2023-01-08,0.8833118352347115,3
3,6b2d5d63,2023-01-15,58.3789622338295,268.12878383208584,4,361.4777829050865,357.27680009604643,5.198974417397998,157.86370490208117,9.537614045478822,181.31302816976427,92.15919266571001,Maintain,0.7599041965121792,0.01175834201356122,1.6398719616952495,-0.005833874995865536,Recovery,46.7031697870636,2023-01-15,0.7599041965121792,3
4,6b2d5d63,2023-01-22,42.5344638176595,243.29684871816397,4,339.04782123164495,337.2122176009893,14.93783426530973,150.24659311156574,4.493688608715288,173.0476134292329,63.90658278430502,Maintain,0.7807801422738725,0.005443467154644055,1.1947981250667294,0.0013331455701724871,Maintain,42.5344638176595,2023-01-22,0.7807801422738725,1
5,6b2d5d63,2023-01-29,37.54557150889869,238.17966181658753,5,368.79070316112166,367.8655169020157,10.830159345342231,146.79433006733868,4.170792254191167,174.2253927046176,55.11477016644142,Maintain,0.8644624718545387,0.0025150121895017785,1.0546595493879534,0.008382042111952861,Maintain,37.54557150889869,2023-01-29,0.8644624718545387,4
6,6b2d5d63,2023-02-05,38.48403008752313,178.9161538226871,2,349.78805337064773,344.3726773682001,5.082831756854036,151.35822998948947,8.523691427638674,176.96109014720372,58.248746769097586,Increase,0.9214063881140457,0.01572533583045437,1.0810209619826912,0.02607322536797168,Maintain,38.48403008752313,2023-02-05,0.9214063881140457,1
7,6b2d5d63,2023-02-12,28.13073214982935,175.1477572560449,5,350.92610193912424,347.0927080363619,9.664734825734932,147.37155366196603,4.601466576213976,173.31564633703698,41.45669702568969,Maintain,0.8391984817629499,0.011044293971052678,0.790195596997652,0.020070657957840483,Increase,33.75687857979522,2023-02-12,0.8391984817629499,4
8,6b2d5d63,2023-02-19,27.289285758791067,136.777629181776,4,367.32741039170156,346.3694495589836,5.3812869011614275,152.40936106716126,2.8631314159464356,167.88079885246228,41.591426064765294,Increase,1.0,0.060507532807534764,0.7665592682392464,-0.020501817776217294,Increase,32.74714291054928,2023-02-19,1.0,3
9,6b2d5d63,2023-02-26,33.64464285126559,179.01526658627947,4,360.9209761495687,373.9043401442997,18.207017585228865,152.41851393016083,6.994832385070346,171.85301921772654,51.280664651009104,Recovery,0.8885675305084418,-0.03472375846110901,0.945082001493156,0.006290257917263434,Maintain,33.64464285126559,2023-02-26,0.8885675305084418,3
10,6b2d5d63,2023-03-05,44.167143392606995,227.40293136956763,5,352.4189010243375,358.2115670365445,9.08198374076953,147.02102536049043,7.181520964330899,162.02883101542017,64.9349870882489,Recovery,0.4517235928654795,-0.016171074709086776,1.2406602876496302,0.006910358877775326,Recovery,35.333714714085595,2023-03-05,0.4517235928654795,4
11,6b2d5d63,2023-03-12,25.84302138707142,128.9114784269798,4,369.28755240578266,371.0070630465407,15.545284383427667,138.18827387930645,4.909036819034352,167.76500512012086,35.712025173053995,Maintain,1.0,-0.00463471133578477,0.7259335307881017,0.02009973761405264,Increase,31.011625664485702,2023-03-12,1.0,4
12,6b2d5d63,2023-03-19,36.1357509862396,166.33132611058255,6,392.5129192641717,402.40904784766343,15.210581773321502,141.16745412165736,6.247476666537091,162.88420159025372,51.01191969501614,Maintain,0.9650945258059606,-0.02459221192073692,1.0150575239721698,-0.02299585154988717,Maintain,36.1357509862396,2023-03-19,0.9650945258059606,2
13,6b2d5d63,2023-03-26,23.835098656591782,145.54377461135485,6,345.5405870899063,356.7822295369318,13.036620261121378,155.26147731274463,2.7223181604352664,182.7910147465832,37.006726293174545,Increase,1.0,-0.03150841470332216,0.669530743534442,0.017471788312707584,Increase,28.60211838791014,2023-03-26,1.0,2
14,6b2d5d63,2023-04-02,43.498494791866854,226.07611782802164,5,364.6465345396076,363.4988367025621,12.7662702579122,151.38486742386078,8.701680847258624,176.52021917945,65.85013867204263,Recovery,0.7964882461347709,0.003157363163680936,1.2218778692813723,0.011122435970679306,Maintain,43.498494791866854,2023-04-02,0.7964882461347709,3
15,6b2d5d63,2023-04-09,20.37611878218653,132.2921019667599,5,357.34896495533224,365.35284981742905,7.830606625120691,149.06195285658143,4.230970820737455,174.567320306173,30.37304057310392,Increase,0.8071766048520504,-0.021907273656402142,0.5723675892908685,0.021305849376919,Increase,24.451342538623837,2023-04-09,0.8071766048520504,0
